
    Row    Instance         XX         YY         ZZ         TT         TY 
       80       127  6.918e-05  0.0095827  -0.001301  2.0157594          4 
       80       128  0.0005232  0.0092316  0.0001625  1.7868695          4 
       80       129  -0.000901  0.0101746  -0.001334  1.8804733          4 
       80       130  -0.000163  0.0093163  -0.000409  1.9283685          4 
       80       131  0.0017031  0.0105823  -0.001508  2.1961760          4 
       80       132  5.071e-06  0.0098895  -0.001494  2.1066496          4 
       80       133  0.0019506  0.0108245  -0.001436  2.2408795          4 
       80       134  -0.001007  0.0105008  -0.001457  1.9400329          4 
       80       135  0.0002348  0.0095232  0.0002007  1.8691108          4 
       80       136  -6.14e-05  0.0095734  -0.000405  2.0987908          4 
       80       137  9.398e-05  0.0101911  -0.001713  2.2834515          4 
       80       138  -0.000749  0.0107929  -0.000503  2.0893878          4 
       80       139  0.0001334  0.0104988  -0.001554  2.3073179          4 
       80       140  -0.000718  0.0110230  -0.000576  2.1581053          4 
       80       141  0.0006528  0.0098302  0.0004066  1.9932653          4 
       80       142  -8.82e-05  0.0099018  -0.000172  2.2089803          4 
       80       143  -0.000121  0.0108382  -0.001549  2.5018835          4 
       80       144  0.0002786  0.0101543  0.0007008  2.0873551          4 
       80       145  -0.000167  0.0111587  -0.001509  2.5582995          4 
       80       146  0.0015514  0.0112073  -0.000995  2.6137068          4 
       80       147  -0.001066  0.0113711  -0.000562  2.2772071          4 
       80       148  0.0004102  0.0104516  0.0006227  2.1207261          4 
       80       149  -0.000528  0.0102135  0.0003639  2.4221036          4 
       80       150  0.0017264  0.0115089  -0.000799  2.7933294          4 
       80       151  -0.000936  0.0116763  -0.000257  2.5003855          4 
       80       152  0.0001040  0.0107429  0.0005302  2.2637822          4 
       80       153  -8.66e-05  0.0105686  0.0006440  2.6228110          4 
       80       154  2.338e-05  0.0110267  0.0006631  2.2985796          4 
       80       155  -0.000264  0.0113865  -0.001226  2.7364466          4 
       80       156  -0.000469  0.0109091  0.0006867  2.7015080          4 
       80       157  -0.000601  0.0111753  0.0006625  2.7413127          4 
       80       158  -0.000206  0.0117195  -0.001644  2.8822393          4 
       80       159  0.0004394  0.0113273  0.0008831  2.5409739          4 
       80       160  -0.000530  0.0120522  -0.001571  2.9371404          4 
       80       161  -0.001426  0.0113824  0.0004260  2.8342979          4 
       80       162  0.0012138  0.0118877  -0.000271  3.2145409          4 
       80       163  0.0011656  0.0116073  0.0009842  2.7255294          4 
       80       164  -0.001862  0.0116436  0.0007934  3.0684163          4 
       80       165  0.0011197  0.0123276  1.151e-05  3.3898243          4 
       80       166  -0.000115  0.0124673  -0.001924  3.2666931          4 
       80       167  0.0019152  0.0118486  0.0006633  3.0460777          4 
       80       168  -0.000854  0.0120786  -0.001055  3.3464713          4 
       80       169  0.0019898  0.0121881  0.0007989  3.0713963          4 
       80       170  8.832e-05  0.0127543  -0.001665  3.4349403          4 
       80       171  0.0024070  0.0124529  0.0005466  3.2390427          4 
       80       172  -0.001812  0.0119395  0.0006876  3.3847811          4 
       80       173  0.0002532  0.0131351  -0.001677  3.5375595          4 
       80       174  -0.000693  0.0123786  -0.001455  3.5347139          4 
       80       175  0.0024605  0.0127954  0.0011921  3.4052546          4 
       80       176  0.0004411  0.0134970  -0.001539  3.6143193          4 
       80       177  -0.001655  0.0123640  -8.64e-05  3.5890967          4 
       80       178  0.0025390  0.0131378  0.0010716  3.4931101          4 
       80       179  -0.000758  0.0127507  -0.001340  3.8266632          4 
       80       180  0.0001805  0.0138496  -0.001623  3.8876419          4 
       80       181  9.766e-05  0.0126548  -0.000430  4.1927070          4 
       80       182  0.0003666  0.0142840  -0.001774  3.9625768          4 
       80       183  -0.000441  0.0131426  -0.001452  3.9575147          4 
       80       184  0.0029120  0.0134738  0.0009626  3.6701500          4 
       80       185  0.0001375  0.0130105  -0.000201  4.2631588          4 
       80       186  -0.001701  0.0127399  -0.000803  4.0290641          4 
       80       187  0.0023062  0.0140329  0.0014634  3.8244917          4 
       80       188  0.0010012  0.0146840  -0.001079  4.3025178          4 
       80       189  -0.000138  0.0134346  -8.96e-05  4.4138555          4 
       80       190  -0.000762  0.0134977  -0.001635  4.1616306          4 
       80       191  0.0005996  0.0151402  -0.001144  4.3775196          4 
       80       192  -0.000135  0.0137850  -0.000246  4.4652299          4 
       80       193  -0.000535  0.0139821  -0.002030  4.2165441          4 
       80       194  0.0019598  0.0144845  0.0013703  3.9448368          4 
       80       195  -0.000673  0.0143386  -0.002118  4.2752423          4 
       80       196  -0.001297  0.0131877  -0.001235  4.2665429          4 
       80       197  0.0008144  0.0156002  -0.001496  4.5741772          4 
       80       198  -0.001048  0.0147184  -0.002257  4.6082720          4 
       80       199  4.652e-05  0.0142742  -0.000609  4.6494770          4 
       80       200  0.0007690  0.0160120  -0.001428  4.7799425          4 
       80       201  -6.25e-05  0.0146014  -0.000687  4.6935229          4 
       80       202  -0.001336  0.0135710  -0.000764  4.5770425          4 
       80       203  0.0014905  0.0149952  0.0007302  4.2417197          4 
       80       204  -0.000938  0.0140188  -0.000769  4.6678829          4 
       80       205  -0.001319  0.0151698  -0.002027  4.9525198          4 
       80       206  0.0006126  0.0165196  -0.001192  5.0630822          4 
       80       207  -0.001704  0.0155119  -0.002103  5.0416436          4 
       80       208  0.0019584  0.0153763  0.0015577  4.5183892          4 
       80       209  -0.000861  0.0143439  -0.000358  5.0441751          4 
       80       210  0.0024985  0.0158120  0.0019360  4.6024465          4 
       80       211  0.0004916  0.0169432  -0.001382  5.2468624          4 
       80       212  0.0003358  0.0150378  0.0001873  5.0902319          4 
       80       213  0.0023395  0.0162838  0.0023577  4.6869473          4 
       80       214  0.0002828  0.0154552  -1.17e-05  5.1626658          4 
       80       215  -0.001590  0.0147546  -0.000659  5.5142493          4 
       80       216  1.367e-05  0.0159038  -0.000422  5.2476382          4 
       80       217  -0.001875  0.0151175  -0.000426  5.6332912          4 
       80       218  0.0007474  0.0174522  -0.001352  5.9120545          4 
       80       219  -0.001611  0.0155835  0.0001240  5.7541785          4 
       80       220  -0.002273  0.0159048  -0.001431  5.7945623          4 
       80       221  0.0023249  0.0167953  0.0012383  5.1024704          4 
       80       222  -0.000468  0.0164631  -0.001146  5.6586709          4 
       80       223  0.0002549  0.0179563  1.725e-05  6.3691530          4 
       80       224  -0.002993  0.0162709  -0.002051  6.1192112          4 
       80       225  -0.002269  0.0159488  0.0006152  6.3359904          4 
       80       226  9.246e-05  0.0168497  -0.001725  5.9847831          4 
       80       227  -0.002501  0.0168519  -0.001770  6.3415446          4 
       80       228  0.0026858  0.0172479  0.0012588  5.4706549          4 
       80       229  0.0004664  0.0184787  -0.001203  6.8738994          4 
       80       230  0.0008740  0.0173798  -0.001489  6.2889704          4 
       80       231  -0.002434  0.0163988  0.0011189  6.7290439          4 
       80       232  -0.002515  0.0173921  -0.001844  6.7817902          4 
       80       233  -0.001915  0.0179720  -0.001627  6.9536614          4 
       80       234  0.0033393  0.0176596  0.0009708  6.0023131          4 
       80       235  -0.001834  0.0184861  -0.002336  7.1761055          4 
       80       236  0.0006283  0.0190523  -0.001678  7.2312822          4 
       80       237  -0.002459  0.0168760  0.0007241  6.9854288          4 
       80       238  -0.001755  0.0190141  -0.002511  7.2257571          4 
       80       239  0.0004118  0.0179223  -0.001566  6.9309639          4 
       80       240  -0.001844  0.0195186  -0.002319  7.3415269          4 
       80       241  -6.04e-05  0.0184621  -0.001095  7.0090937          4 
       80       242  0.0011732  0.0195440  -0.001908  7.6911149          4 
       80       243  -0.002183  0.0174046  -0.000217  7.3383693          4 
       80       244  -0.001796  0.0200754  -0.001862  7.7912287          4 
       80       245  0.0005370  0.0202012  -0.002056  7.9869895          4 
       80       246  0.0050868  0.0177840  0.0017967  7.0497136          4 
       80       247  -0.003119  0.0177569  -0.000641  7.6088647          4 
       80       248  0.0055656  0.0181788  0.0018613  7.2424345          4 
       80       249  0.0003588  0.0207724  -0.002927  8.4772501          4 
       80       250  -0.001416  0.0208118  -0.002206  8.2678794          4 
       80       251  -0.002998  0.0183279  -0.000953  7.8466501          4 
       80       252  0.0043161  0.0192075  0.0029531  7.7787904          4 
       80       253  -0.002478  0.0189072  -0.000738  8.2328910          4 
       80       254  0.0008895  0.0190495  -0.000130  8.9232378          4 
       80       255  -0.000619  0.0214084  -0.002487  9.3054103          4 
       80       256  0.0039023  0.0199079  0.0032805  8.4290504          4 
       80       257  -0.002980  0.0195309  -0.002388  8.8880767          4 
       80       258  0.0026656  0.0193755  -1.74e-05  9.7820901          4 
       80       259  0.0005269  0.0214906  -0.003009  9.6419601          4 
       80       260  -0.002636  0.0200629  -0.002136  9.2735090          4 
       80       261  0.0044945  0.0204251  0.0035376   8.790905          4 
       80       262  0.0010103  0.0220833  -0.001948  10.140911          4 
       80       263  -0.000136  0.0221005  -0.004027  9.9817638          4 
       80       264  0.0043184  0.0211075  0.0036117  9.3049354          4 
       80       265  0.0046382  0.0216251  0.0039976  9.8180484          4 
       80       266  0.0016579  0.0227677  -0.000703  11.287252          4 
       80       267  -0.001005  0.0227742  -0.003547  10.565806          4 
       80       268  -0.002628  0.0207036  -0.001565  10.728339          4 
       80       269  0.0019242  0.0233438  -0.001379  11.767818          4 
       80       270  0.0021881  0.0201390  -0.000620  11.172861          4 
       80       271  -0.003116  0.0213161  -0.001064  11.249717          4 
       80       272  0.0048676  0.0223475  0.0045965  10.898957          4 
       80       273  -0.002056  0.0234072  -0.003559  11.180234          4 
       80       274  0.0015092  0.0240923  -0.001126  12.064834          4 
       80       275  -0.002453  0.0240405  -0.003087  11.686837          4 
       80       276  0.0021113  0.0207524  -0.000399  11.694273          4 
       80       277  0.0011236  0.0248969  -0.000958  12.517675          4 
       80       278  -0.002429  0.0247235  -0.002845  11.879324          4 
       80       279  0.0043489  0.0230647  0.0038589  11.510534          4 
       80       280  0.0020552  0.0213268  -0.000755  12.330400          4 
       80       281  -0.003261  0.0219488  -0.000833  12.729122          4 
       80       282  -0.002970  0.0254983  -0.002785  12.624623          4 
       80       283  0.0046922  0.0237421  0.0038870  11.870934          4 
       80       284  -0.002982  0.0226386  -0.000147  13.167171          4 
       80       285  0.0018780  0.0220408  -0.000693  12.719531          4 
       80       286  -0.002845  0.0233177  -0.000702  13.560816          4 
       80       287  0.0012544  0.0226793  -0.001279  13.451263          4 
       80       288  0.0053072  0.0243715  0.0034662  12.893135          4 
       80       289  0.0011313  0.0256326  -0.000856  13.953316          4 
       80       290  -0.001752  0.0263251  -0.002457  14.687622          4 
       80       291  -0.002517  0.0270271  -0.003532  15.102856          4 
       80       292  0.0048063  0.0252563  0.0038533  13.874235          4 
       80       293  0.0003096  0.0264416  -0.001213  14.890667          4 
       80       294  0.0003681  0.0235981  0.0006755  15.132434          4 
       80       295  -0.000256  0.0242534  -0.000456  15.407722          4 
       80       296  -0.000848  0.0280267  -0.003414  15.783846          4 
       80       297  0.0056833  0.0258597  0.0043872  14.379784          4 
       80       298  -0.000132  0.0271950  -0.001559  15.198425          4 
       80       299  -0.000660  0.0249085  0.0002705  15.634594          4 
       80       300  -0.003507  0.0241139  -0.000852  15.576719          4 
       80       301  0.0059158  0.0266920  0.0047983  14.978655          4 
       80       302  -0.003848  0.0247077  -0.001079  15.945253          4 
       80       303  -0.000675  0.0256283  -0.000529  16.434492          4 
       80       304  0.0066571  0.0272606  0.0038991  15.647182          4 
       80       305  -0.003944  0.0254440  -0.002243  16.542682          4 
       80       306  -0.000498  0.0264030  -0.000385  17.225887          4 
       80       307  -0.000130  0.0272009  -0.000136  17.536367          4 
       80       308  -0.004097  0.0262568  -0.001768  17.107996          4 
       80       309  -0.002736  0.0288160  -0.003575  18.037366          4 
       80       310  0.0039355  0.0286414  0.0037127  17.207380          4 
       80       311  -0.004014  0.0278883  -0.000751  18.401674          4 
       80       312  0.0006732  0.0280030  -0.001056  18.396085          4 
       80       313  -0.001781  0.0297550  -0.005094  19.646215          4 
       80       314  -0.004501  0.0270301  -0.000383  18.202171          4 
       80       315  -0.000781  0.0307210  -0.004445  20.367662          4 
       80       316  0.0013527  0.0288532  0.0002761  20.346792          4 
       80       317  -0.004702  0.0278145  -0.000290  18.891063          4 
       80       318  0.0018598  0.0296935  0.0006408  20.694364          4 
       80       319  0.0026896  0.0304830  -0.001036  21.770866          4 
       80       320  -0.005044  0.0286894  -0.000230  21.387792          4 
       80       321  0.0071960  0.0291750  0.0053029  19.813140          4 
       80       322  0.0030690  0.0313688  -0.001720  22.130371          4 
       80       323  -0.005112  0.0287126  -0.001051  20.024082          4 
       80       324  -0.005089  0.0295865  0.0005510  22.569416          4 
       80       325  0.0025631  0.0323489  -0.002325  23.013305          4 
       80       326  -0.002132  0.0319192  -0.004912  23.720815          4 
       80       327  0.0086043  0.0297298  0.0046153  21.430183          4 
       80       328  -0.007560  0.0300402  1.159e-05  24.597833          4 
       80       329  0.0092769  0.0305928  0.0043449  22.423919          4 
       80       330  -0.006193  0.0295506  -0.001173  21.653533          4 
       80       331  -0.009984  0.0303407  0.0014419  25.413459          4 
       80       332  0.0022066  0.0334542  -0.000781  24.687059          4 
       80       333  0.0017267  0.0344733  -0.001977  25.223918          4 
       80       334  -0.003662  0.0328073  -0.005403  26.481370          4 
       80       335  0.0102080  0.0313020  0.0045258  23.480585          4 
       80       336  -0.004571  0.0307369  -0.001496  22.975803          4 
       80       337  0.0107472  0.0321229  0.0043953  24.005666          4 
       80       338  0.0110702  0.0331162  0.0044146  24.265401          4 
       80       339  0.0020981  0.0355362  -0.003814  28.142189          4 
       80       340  -0.004870  0.0338159  -0.006414  28.007741          4 
       80       341  -0.003526  0.0318758  -0.002540  25.244037          4 
       80       342  -0.010635  0.0312685  0.0034186  29.928834          4 
       80       343  -0.003752  0.0349969  -0.005991  29.501249          4 
       80       344  0.0114609  0.0341815  0.0009974  27.042959          4 
       80       345  0.0002728  0.0367731  -0.001565  30.813573          4 
       80       346  -0.003253  0.0329210  -0.000168  26.473362          4 
       80       347  0.0138289  0.0343717  0.0016496  27.579155          4 
       80       348  0.0001971  0.0378252  -0.001598  30.943821          4 
       80       349  -0.001328  0.0388388  -0.001492  31.499761          4 
       80       350  0.0146264  0.0353683  0.0009398  28.300062          4 
       80       351  -0.011944  0.0321683  0.0018482  32.062412          4 
       80       352  -0.008467  0.0353769  -0.005923  33.296695          4 
       80       353  -0.012907  0.0327895  0.0018389  32.776710          4 
       80       354  0.0145127  0.0366477  0.0018199  30.693029          4 
       80       355  -0.004012  0.0339979  5.128e-05  29.575038          4 
       80       356  -0.004519  0.0350027  0.0001210  29.893302          4 
       80       357  -0.014364  0.0334636  0.0006027  34.531333          4 
       80       358  -0.004657  0.0359822  -0.004042  31.747238          4 
       80       359  -0.014823  0.0344231  0.0005208  34.907634          4 
       80       360  -0.009203  0.0365070  -0.005064  35.047767          4 
       80       361  -0.003385  0.0402595  -0.001117  36.314281          4 
       80       362  0.0123469  0.0388213  0.0044460  33.611068          4 
       80       363  -0.004677  0.0370573  -0.004240  32.815124          4 
       80       364  -0.014696  0.0357181  0.0004756  35.848171          4 
       80       365  -0.008688  0.0378549  -0.005566  36.212905          4 
       80       366  0.0130577  0.0399676  0.0038016  35.744560          4 
       80       367  -0.010452  0.0386590  -0.006805  37.965778          4 
       80       368  -0.004709  0.0383710  -0.004232  34.239643          4 
       80       369  -0.005323  0.0395146  -0.005891  35.523540          4 
       80       370  -0.005144  0.0407098  -0.005617  35.932605          4 
       80       371  -0.011716  0.0398301  -0.007356  41.723224          4 
       80       372  -0.007487  0.0417347  -0.005054  37.197067          4 
       80       373  0.0005184  0.0422415  -0.004257  43.477043          4 
       80       374  -0.010759  0.0387652  -0.003930  42.420536          4 
       80       375  0.0141650  0.0414507  0.0030485  41.430286          4 
       80       376  -0.011937  0.0411774  -0.007847  44.945247          4 
       80       377  -0.006788  0.0432419  -0.004114  39.368347          4 
       80       378  -0.012747  0.0423712  -0.007805  46.343738          4 
       80       379  0.0174491  0.0417838  0.0032334  43.820858          4 
       80       380  0.0013695  0.0437145  -0.001172  46.383426          4 
       80       381  -0.008549  0.0448759  -0.003141  43.254730          4 
       80       382  0.0019962  0.0452572  -0.001051  48.868209          4 
       80       383  -0.012115  0.0445182  -0.008137  49.072242          4 
       80       384  -0.008877  0.0461699  -0.002690  43.960838          4 
       80       385  -0.012940  0.0457555  -0.009528  50.016578          4 
       80       386  0.0026484  0.0468555  -0.003373  51.946094          4 
       80       387  0.0217740  0.0422471  2.536e-05  50.320358          4 
       80       388  0.0226218  0.0435824  -0.000285  50.995098          4 
       80       389  -0.008871  0.0481632  0.0025272  48.043048          4 
       80       390  0.0004193  0.0487152  -0.002638  54.801105          4 
       80       391  -0.010374  0.0414185  -0.004319  55.555675          4 
       80       392  -0.010615  0.0427600  -0.005327  56.076232          4 
       80       393  -0.011474  0.0438733  -0.005695  58.334651          4 
       80       394  -0.010330  0.0487825  -0.011036  58.101417          4 
       80       395  -0.012512  0.0496179  0.0019351  55.172847          4 
       80       396  -0.010788  0.0514537  0.0021830  56.926330          4 
       80       397  -0.010739  0.0458874  -0.008617  61.818603          4 
       80       398  -0.009050  0.0508738  -0.007244  62.251560          4 
       80       399  0.0196594  0.0479773  -0.001958  64.644157          4 
       80       400  -0.012581  0.0472468  -0.006572  65.963012          4 
       80       401  -0.007759  0.0533575  -0.007577  67.146064          4 
       80       402  0.0195030  0.0499194  -0.002353  66.295745          4 
       80       403  -0.014034  0.0486832  -0.004813  67.476821          4 
       80       404  -0.014972  0.0498725  -0.005150  68.114303          4 
       80       405  -0.006463  0.0552074  -0.006512  68.896972          4 
       80       406  -0.007561  0.0572470  -0.003887  72.678039          4 
       80       407  -0.015024  0.0522428  -0.003620  74.096984          4 
       80       408  0.0232424  0.0510587  -0.000231  74.497940          4 
       80       409  -0.007694  0.0591362  -0.004675  75.060424          4 
       80       410  -0.016160  0.0540907  -0.002564  76.069717          4 
       80       411  -0.015788  0.0545587  0.0052809  74.649337          4 
       80       412  -0.000791  0.0534239  -0.003106  83.619445          4 
       80       413  -0.009485  0.0617117  -0.003345  84.315696          4 
       80       414  -0.012671  0.0576283  0.0007502  83.581047          4 
       80       415  -0.015766  0.0637359  -0.002512  95.711113          4 
       80       416  -4.70e-05  0.0570298  -0.001069  94.470390          4 
       80       417  0.0207612  0.0572608  -0.002396  95.101219          4 
       80       418  0.0210518  0.0592514  -0.000310  97.642616          4 
       80       419  0.0214940  0.0611279  -0.000336  98.298667          4 
       80       420  0.0008252  0.0593324  -0.004293  100.92643          4 
       80       421  0.0225751  0.0629912  -0.000672  99.266334          4 
       80       422  -0.028639  0.0634653  -0.006413  114.58493          4 
       80       423  -0.010190  0.0634090  0.0027488  106.50891          4 
       80       424  -0.030177  0.0651181  -0.006592  116.27533          4 
       80       425  -0.030373  0.0554415  0.0044340  105.55436          4 
       80       426  -0.007207  0.0663579  -0.003181  114.59532          4 
       80       427  -0.027488  0.0597660  -0.000921  111.48524          4 
       80       428  -0.009310  0.0633143  -0.003974  114.02831          4 
       80       429  0.0014685  0.0698338  0.0020822  127.29406          4 
       80       430  -0.008915  0.0657990  -0.004927  117.68594          4 
       80       431  0.0033242  0.0725895  0.0023220  132.85092          4 
       80       432  0.0251547  0.0688340  0.0033509  123.59651          4 
       80       433  -0.015356  0.0689167  0.0025959  131.87657          4 
       80       434  -0.026921  0.0658935  -0.014501  139.67294          4 
       80       435  -0.016061  0.0719328  0.0035605  139.60057          4 
       80       436  -0.038954  0.0708730  -0.007951  148.99253          4 
       80       437  -0.028623  0.0685341  -0.010654  146.48185          4 
       80       438  -0.040939  0.0745340  -0.012934  157.54759          4 
